2000;447332223
2000;469362671
2500;786032824
2500;730492801
3000;4105124601
3000;2862393118
3500;3605365339
3500;1412658228
4000;3165640185
4000;3809913262
4500;3814192588
4500;2326654701
5000;8308865708
5000;18763815375
5500;31056367658
5500;39255826478
