1000;161630458
1000;48147572
1000;1303220515
1000;50645481
1000;36333403
1500;985677037
1500;152524832
1500;77156251
1500;108014420
1500;411763470
2000;315223038
2000;328399207
2000;2340365336
2000;283037316
2000;390967019
2500;605753577
2500;671796148
2500;463395034
2500;529344617
2500;468746688
3000;1489702345
3000;7575271361
3000;694072378
3000;979751092
3000;1148319438
